,Title,Author,Average Rating,#Pages,Ratings Count,Publication Date,Language Code,Average Ranking,Log Reg Predicted Rating,Log Reg Ranking,Lin Reg Predicted Rating,Lin Reg Ranking,KNN Reg Predicted Rating,KNN Reg Ranking,KNN Class Predicted Rating,KNN Class Ranking
7378,His Excellency (Les Rougon-Macquart  #6),Émile Zola/Andrew Moore/Ernest Alfred Vizetelly,3.7000000000000006,364,44,9/28/2006,eng,8900.25,3,10270.0,2.819978373536509,9087.0,2.6,10001.0,3,6243.0
10747,The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny (Revised),Robin S. Sharma,3.83,241,781,12/31/2015,eng,8900.75,4,8685.0,2.9087220473201265,7656.0,2.6,10919.0,3,8343.0
10922,The Mask of the Enchantress,Victoria Holt,3.85,0,21,10/12/1981,eng,8902.25,4,8812.0,2.922374920209914,7375.0,2.6,10967.0,3,8455.0
10396,P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),Paula Danziger/Ann M. Martin,3.78,234,2699,5/1/1999,eng,8904.0,4,8396.0,2.874589865095658,8295.0,2.6,10810.0,3,8115.0
10199,The Sagittarius Whorl (Rampart Worlds #3),Julian May,3.75,384,339,1/2/2001,eng,8905.0,4,8254.0,2.854110555760977,8640.0,2.6,10750.0,3,7976.0
10623,I'll Be Seeing You,Mary Higgins Clark,3.81,307,14904,5/1/1994,eng,8906.0,4,8581.0,2.8950691744303394,7914.0,2.6,10871.0,3,8258.0
10271,Cool Girl,Blake Nelson/Hans Schumacher,3.76,298,8,12/1/2000,ger,8909.5,4,8300.0,2.8609369922058705,8542.0,2.6,10773.0,3,8023.0
10412,Astrid Lindgren,Eva-Maria Metcalf,3.78,157,7,11/1/1994,eng,8911.0,4,8409.0,2.874589865095658,8296.0,2.6,10814.0,3,8125.0
10275,Girl (Girl  #1),Blake Nelson,3.76,252,2001,9/13/1994,en-US,8911.5,4,8301.0,2.8609369922058705,8543.0,2.6,10775.0,3,8027.0
10647,The Best of McSweeney's  Vol. 2,Dave Eggers,3.81,384,68,8/25/2005,en-US,8916.75,4,8601.0,2.8950691744303394,7915.0,2.6,10878.0,3,8273.0
7356,I'm the One That I Want,Margaret Cho,3.69,228,1459,4/30/2002,eng,8917.5,3,10268.0,2.813151937091615,9175.0,2.6,9996.0,3,6231.0
6769,Maya,Jostein Gaarder/James Anderson,3.6,352,3704,5/10/2011,eng,8917.75,3,10180.0,2.751714009087572,9791.0,2.6,9833.0,3,5867.0
7172,Veil: The Secret Wars of the CIA 1981-1987,Bob Woodward,3.67,592,758,7/1/2005,eng,8918.0,3,10238.0,2.7994990642018274,9365.0,2.6,9948.0,3,6121.0
10069,Beginning PHP and MySQL 5: From Novice to Professional,W. Jason Gilmore,3.72,913,158,10/1/2005,en-US,8919.25,4,8162.0,2.8336312464262963,8915.0,2.6,10713.0,3,7887.0
10655,Flores en el ático,V.C. Andrews/Jesús Pardo,3.81,480,1399,8/30/2005,spa,8921.75,4,8608.0,2.8950691744303394,7916.0,2.6,10883.0,3,8280.0
7084,Lights Out,Peter Abrahams,3.65,352,208,6/25/2002,eng,8921.75,3,10228.0,2.78584619131204,9473.0,2.6,9925.0,3,6061.0
10718,Crooked Little Vein,Warren Ellis,3.82,288,7811,7/24/2007,en-US,8927.75,4,8660.0,2.9018956108752327,7815.0,2.6,10911.0,3,8325.0
11065,The Supernaturalist,Eoin Colfer,3.86,267,24863,4/20/2005,en-US,8930.25,4,8925.0,2.9292013566548074,7242.0,2.6,11011.0,3,8543.0
10312,Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,3.76,176,71,9/1/2005,eng,8930.5,4,8332.0,2.8609369922058705,8544.0,2.6,10785.0,3,8061.0
7403,The Players of Gilean (Dragonlance: Tales from the War of Souls  #2),Margaret Weis/Tracy Hickman/Aron Eisenberg/Jean Rabe/Richard A. Knaak/Douglas Niles/Paul B. Thompson,3.69,340,152,2/1/2003,eng,8931.25,3,10277.0,2.813151937091615,9176.0,2.6,10010.0,3,6262.0
7489,The Brief and Frightening Reign of Phil,George Saunders,3.7000000000000006,130,5157,9/6/2005,eng,8931.75,3,10294.0,2.819978373536509,9088.0,2.6,10029.0,3,6316.0
10671,Child of Darkness (Gemini  #3),V.C. Andrews,3.81,400,19,3/15/2005,eng,8932.25,4,8623.0,2.8950691744303394,7917.0,2.6,10894.0,3,8295.0
10816,Maigret Loses His Temper (Maigret  #61),Georges Simenon,3.83,144,370,6/16/2003,eng,8933.0,4,8740.0,2.9087220473201265,7657.0,2.6,10944.0,3,8391.0
7494,The Chain of Chance,Stanisław Lem/Louis Iribarne,3.7000000000000006,179,505,3/28/2000,en-US,8933.25,3,10295.0,2.819978373536509,9089.0,2.6,10031.0,3,6318.0
7239,Anesthesiology Review,Ronald J. Faust/Roy F. Cucchiara/Denise J. Wedel/C. Thomas Wass/Stephen H. Rose/Thomas N. Spackman,3.67,595,12,9/21/2001,eng,8933.5,3,10248.0,2.7994990642018274,9366.0,2.6,9962.0,3,6158.0
6835,Tornado!,Hilary H. Milton,3.6,147,10,1/1/1983,eng,8935.5,3,10190.0,2.751714009087572,9792.0,2.6,9851.0,3,5909.0
8953,13th Directorate,Barry Chubin,2.62,0,8,2/28/1989,eng,8936.0,3,10556.0,2.0827232374879894,10979.0,2.8,7013.0,3,7196.0
7509,Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,Deborah Blum,3.7000000000000006,371,833,8/3/2006,eng,8936.75,3,10297.0,2.819978373536509,9090.0,2.6,10034.0,3,6326.0
11077,Treasury of American Tall Tales: Volume 1: Davy Crockett  Rip Van Winkle  Johnny Appleseed  Paul Bunyan (Rabbit Ears),David Bromberg/Jay Ungar/Molly Mason/Garrison Keillor/Mark O'Connor/Jonathan Winters/Duck Baker/Washington Irving/Anjelica Huston/Nicolas Cage/Leo Kottke,3.86,0,36,8/22/2006,eng,8937.5,4,8936.0,2.9292013566548074,7243.0,2.6,11018.0,3,8553.0
11009,The Enchanted Castle,E. Nesbit/H.R. Millar,3.85,291,6352,7/1/1994,eng,8939.25,4,8879.0,2.922374920209914,7376.0,2.6,10993.0,3,8509.0
6912,Kissing in Manhattan,David Schickler,3.61,288,2665,8/27/2002,eng,8939.75,3,10204.0,2.758540445532465,9731.0,2.6,9871.0,3,5953.0
10121,Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,3.72,260,436,6/1/2005,eng,8940.0,4,8200.0,2.8336312464262963,8916.0,2.6,10726.0,3,7918.0
11085,El alquimista: una fábula para seguir tus sueños,Paulo Coelho/Juan Godó Costa,3.86,192,775,10/23/2018,eng,8940.5,4,8944.0,2.9292013566548074,7244.0,2.6,11019.0,3,8555.0
10689,David Boring,Daniel Clowes,3.81,128,71,5/25/2005,spa,8941.0,4,8637.0,2.8950691744303394,7918.0,2.6,10902.0,3,8307.0
8965,A Matter of Trust,Penny Jordan,2.61,224,36,12/23/1994,eng,8941.5,3,10562.0,2.0758968010430956,10981.0,2.8,7020.0,3,7203.0
11087,El Alquimista: Edicion Illustrada: Edicion Illustrada,Paulo Coelho,3.86,192,43,4/10/2007,eng,8942.0,4,8946.0,2.9292013566548074,7245.0,2.6,11020.0,3,8557.0
8976,Bright Star's Promise,Karen A. Bale,2.77,444,13,7/1/1994,eng,8942.0,3,10565.0,2.1851197841613947,10967.0,2.8,7026.0,3,7210.0
7553,Bad Haircut: Stories of the Seventies,Tom Perrotta,3.7000000000000006,240,1546,4/1/1997,eng,8948.5,3,10305.0,2.819978373536509,9091.0,2.6,10046.0,3,6352.0
7007,Beauty's Punishment,A.N. Roquelaure/Anne Rice,3.6199999999999997,233,426,6/1/1984,eng,8950.75,3,10216.0,2.765366881977359,9676.0,2.6,9899.0,3,6012.0
10146,Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,3.72,132,92,12/1/2002,en-GB,8951.0,4,8219.0,2.8336312464262963,8917.0,2.6,10731.0,3,7937.0
6959,The Mystery of the Ancient Pyramid: Cairo  Egypt (Around the World in 80 Mysteries),Carole Marsh,3.61,128,27,3/6/2006,eng,8951.5,3,10211.0,2.758540445532465,9732.0,2.6,9883.0,3,5980.0
10651,McSweeney's #19,Dave Eggers/T. Coraghessan Boyle/Adam Golaski/Sean Casey/Brendan Connell,3.7999999999999994,250,305,4/10/2006,en-GB,8955.75,4,8604.0,2.888242737985445,8061.0,2.6,10881.0,3,8277.0
7328,A Box of Matches,Nicholson Baker,3.67,192,1679,3/9/2004,eng,8957.5,3,10264.0,2.7994990642018274,9367.0,2.6,9988.0,3,6211.0
7234,Noces,Albert Camus,3.65,101,184,4/7/1993,fre,8958.5,3,10246.0,2.78584619131204,9474.0,2.6,9960.0,3,6154.0
10226,A Green Desire,Anton Myrer/Alastair Westgarth,3.73,576,152,12/4/2001,en-US,8959.25,4,8272.0,2.8404576828711896,8819.0,2.6,10756.0,3,7990.0
10278,The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,3.74,335,110423,4/1/2003,eng,8959.5,4,8304.0,2.8472841193160834,8729.0,2.6,10776.0,3,8029.0
10383,King Henry VI  Part 3,William Shakespeare/John D. Cox/Eric Rasmussen,3.76,460,3138,11/1/2001,eng,8959.5,4,8385.0,2.8609369922058705,8545.0,2.6,10805.0,3,8103.0
10231,Ghost Ship: A Cape Cod Story,Mary Higgins Clark/Wendell Minor,3.73,32,353,4/3/2007,eng,8962.75,4,8276.0,2.8404576828711896,8820.0,2.6,10760.0,3,7995.0
7449,Identity,Milan Kundera/Linda Asher,3.68,168,13601,4/21/1999,eng,8967.5,3,10290.0,2.806325500646721,9267.0,2.6,10020.0,3,6293.0
10751,Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,736,44561,6/1/2004,eng,8968.25,4,8689.0,2.8950691744303394,7919.0,2.6,10920.0,3,8345.0
10753,Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,685,171,10/1/2004,en-GB,8969.75,4,8691.0,2.8950691744303394,7920.0,2.6,10921.0,3,8347.0
10612,He Sees You When You're Sleeping,Mary Higgins Clark/Carol Higgins Clark,3.7900000000000005,230,477,11/1/2002,en-US,8970.0,4,8575.0,2.8814163015405523,8194.0,2.6,10864.0,3,8247.0
7035,Dark Water,Kōji Suzuki/Glynne Walley,3.61,279,2433,6/6/2006,eng,8970.5,3,10220.0,2.758540445532465,9733.0,2.6,9904.0,3,6025.0
7387,The Secret Swan,Shana Abe,3.67,393,695,4/3/2001,eng,8973.25,3,10272.0,2.7994990642018274,9368.0,2.6,10004.0,3,6249.0
10363,Millie's Fling,Jill Mansell,3.75,512,8052,8/16/2001,en-GB,8975.0,4,8370.0,2.854110555760977,8641.0,2.6,10799.0,3,8090.0
10416,The Alley (The Alley  #1),Eleanor Estes/Edward Ardizzone,3.76,288,320,8/1/2003,eng,8975.5,4,8412.0,2.8609369922058705,8546.0,2.6,10816.0,3,8128.0
10150,The Crucible of Time,John Brunner,3.7099999999999995,416,25,6/12/1984,eng,8977.5,4,8221.0,2.826804809981402,9016.0,2.6,10732.0,3,7941.0
10325,The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,3.74,304,12547,12/1/1991,eng,8981.75,4,8343.0,2.8472841193160834,8730.0,2.6,10788.0,3,8066.0
11037,Blind Willow  Sleeping Woman,Haruki Murakami/Jay Rubin/Philip Gabriel,3.84,362,1162,9/1/2007,eng,8983.25,4,8901.0,2.9155484837650203,7503.0,2.6,11001.0,3,8528.0
7417,Nightsword (Starshield  #2),Margaret Weis/Tracy Hickman,3.67,404,159,8/3/1999,eng,8983.75,3,10282.0,2.7994990642018274,9369.0,2.6,10012.0,3,6272.0
7419,Well of Darkness (Sovereign Stone  #1),Margaret Weis/Tracy Hickman,3.67,562,2049,9/4/2001,eng,8984.75,3,10283.0,2.7994990642018274,9370.0,2.6,10013.0,3,6273.0
7205,Hasta que te encuentre,John Irving/Carlos Milla Soler,3.6300000000000003,1024,28,5/1/2006,spa,8986.5,3,10242.0,2.7721933184222527,9609.0,2.6,9955.0,3,6140.0
7714,Letting Go,Philip Roth,3.7000000000000006,630,1103,9/2/1997,eng,8986.5,3,10334.0,2.819978373536509,9092.0,2.6,10076.0,3,6444.0
10792,Borges and The Eternal Orangutans,Luis Fernando Verissimo/Margaret Jull Costa,3.81,135,567,5/17/2005,eng,8987.25,4,8725.0,2.8950691744303394,7921.0,2.6,10932.0,3,8371.0
10851,I Was a Teenage Fairy,Francesca Lia Block,3.82,192,6599,5/3/2000,eng,8987.75,4,8768.0,2.9018956108752327,7816.0,2.6,10954.0,3,8413.0
10714,The Sign of the Cross: Travels in Catholic Europe,Colm Tóibín,3.7999999999999994,243,23,5/4/2001,eng,8987.75,4,8657.0,2.888242737985445,8062.0,2.6,10910.0,3,8322.0
10173,Les Fils des ténèbres,Dan Simmons,3.7099999999999995,472,33,10/1/2007,fre,8988.5,4,8235.0,2.826804809981402,9017.0,2.6,10742.0,3,7960.0
9155,Mistaken Identity,Nayantara Sahgal,2.98,324,0,12/30/2016,eng,8989.75,3,10596.0,2.3284749495041623,10934.0,2.8,7123.0,3,7306.0
10800,Arkham Asylum: Living Hell,Dan Slott/Ryan Sook/Wade Von Grawbadger/Jim Royal,3.81,144,1709,3/1/2004,eng,8990.75,4,8730.0,2.8950691744303394,7922.0,2.6,10934.0,3,8377.0
7279,Cider,Annie Proulx/Lew Nichols,3.64,224,182,9/8/2003,eng,8991.5,3,10258.0,2.7790197548671465,9545.0,2.6,9977.0,3,6186.0
10397,P.S. Your Cat Is Dead,James Kirkwood Jr.,3.75,218,1334,11/15/2003,eng,8991.5,4,8397.0,2.854110555760977,8642.0,2.6,10811.0,3,8116.0
10815,Maigret and the Headless Corpse,Georges Simenon/Eileen Ellenbogen,3.81,196,392,6/26/1985,eng,8998.75,4,8739.0,2.8950691744303394,7923.0,2.6,10943.0,3,8390.0
11071,Artemis Fowl (Artemis Fowl  #1),Eoin Colfer/Claudia Feldmann,3.84,240,428,5/1/2003,ger,8999.0,4,8930.0,2.9155484837650203,7504.0,2.6,11014.0,3,8548.0
9167,Lair of the White Worm,Bram Stoker,2.86,120,2276,10/1/2002,eng,8999.0,3,10598.0,2.246557712165438,10950.0,2.8,7132.0,3,7316.0
7386,The Truelove Bride,Shana Abe,3.65,357,377,6/1/1999,eng,8999.25,3,10271.0,2.78584619131204,9475.0,2.6,10003.0,3,6248.0
11073,Artemis Fowl (Artemis Fowl  #1),Eoin Colfer/Ana Alcaina,3.84,286,45,3/30/2006,spa,9000.75,4,8932.0,2.9155484837650203,7505.0,2.6,11016.0,3,8550.0
10819,Saints at the River,Ron Rash,3.81,239,2967,7/1/2005,eng,9001.75,4,8743.0,2.8950691744303394,7924.0,2.6,10946.0,3,8394.0
11076,Artemis Fowl (Artemis Fowl  #1),Eoin Colfer/Nathaniel Parker,3.84,6,55,4/6/2004,eng,9002.5,4,8935.0,2.9155484837650203,7506.0,2.6,11017.0,3,8552.0
10625,Inventing the People: The Rise of Popular Sovereignty in England and America,Edmund S. Morgan,3.78,320,106,9/17/1989,eng,9003.0,4,8582.0,2.874589865095658,8297.0,2.6,10873.0,3,8260.0
7336,"How ""Natives"" Think: About Captain Cook  For Example",Marshall Sahlins,3.64,328,64,10/1/1996,en-GB,9004.25,3,10265.0,2.7790197548671465,9546.0,2.6,9989.0,3,6217.0
10280,Human Croquet,Kate Atkinson,3.72,352,6917,11/12/1999,eng,9008.0,4,8306.0,2.8336312464262963,8918.0,2.6,10777.0,3,8031.0
10341,J.K. Rowling - A Biography,Sean Smith,3.73,248,937,5/1/2003,eng,9011.0,4,8355.0,2.8404576828711896,8821.0,2.6,10791.0,3,8077.0
7357,Am I That Name?: Feminism And The Category Of Women In History,Denise Riley,3.64,136,60,7/22/2003,eng,9011.25,3,10269.0,2.7790197548671465,9547.0,2.6,9997.0,3,6232.0
10501,Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,3.76,135,56,12/31/1984,eng,9011.75,4,8481.0,2.8609369922058705,8547.0,2.6,10839.0,3,8180.0
10923,Secret for a Nightingale,Victoria Holt,3.82,396,1873,10/12/1987,eng,9013.5,4,8813.0,2.9018956108752327,7817.0,2.6,10968.0,3,8456.0
10503,First  Last and Always (Sweet Dreams  #96),Barbara Conklin,3.76,160,65,9/1/1985,eng,9013.5,4,8483.0,2.8609369922058705,8548.0,2.6,10841.0,3,8182.0
10924,The Silk Vendetta,Victoria Holt,3.82,373,2261,11/27/1988,eng,9014.5,4,8814.0,2.9018956108752327,7818.0,2.6,10969.0,3,8457.0
7661,The Lost Continent,Edgar Rice Burroughs,3.68,108,1235,7/30/2008,eng,9014.75,3,10322.0,2.806325500646721,9268.0,2.6,10059.0,3,6410.0
10516,Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard/Jesse Stoner,3.76,192,156,10/1/2004,en-US,9019.0,4,8492.0,2.8609369922058705,8549.0,2.6,10844.0,3,8191.0
10658,Scattered Leaves (Early Spring  #2),V.C. Andrews,3.78,416,1481,2/27/2007,en-US,9019.25,4,8611.0,2.874589865095658,8298.0,2.6,10885.0,3,8283.0
10595,The English Novel: An Introduction,Terry Eagleton,3.77,376,101,8/6/2004,eng,9020.5,4,8559.0,2.8677634286507643,8426.0,2.6,10860.0,3,8237.0
10599,Aman: The Story of a Somali Girl,Virginia Lee Barnes,3.77,368,549,8/29/1995,eng,9022.5,4,8563.0,2.8677634286507643,8427.0,2.6,10861.0,3,8239.0
10945,Surfer's Code: Twelve Simple Lessons For Riding Through Life,Shaun Tomson/Patrick Moser,3.82,192,114,9/1/2006,en-US,9022.75,4,8829.0,2.9018956108752327,7819.0,2.6,10974.0,3,8469.0
11038,Haruki Murakami and the Music of Words,Jay Rubin,3.83,326,38,12/3/2005,eng,9022.75,4,8902.0,2.9087220473201265,7658.0,2.6,11002.0,3,8529.0
9247,Magical Creatures (Easy To Read! Easy To Draw!),Joan Holub/Dana Regan,3.0,48,1,10/27/2003,eng,9023.75,3,10621.0,2.34212782239395,10926.0,2.8,7176.0,3,7372.0
11043,Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,3.83,210,582,4/24/2001,eng,9025.25,4,8907.0,2.9087220473201265,7659.0,2.6,11004.0,3,8531.0
7909,Two Alone,Erin St. Claire/Sandra Brown,3.7000000000000006,282,2155,2/27/2007,eng,9027.75,3,10362.0,2.819978373536509,9093.0,2.6,10117.0,3,6539.0
7302,A Wicked Gentleman (Cavendish Square  #1),Jane Feather,3.6199999999999997,474,1121,3/20/2007,eng,9029.5,3,10260.0,2.765366881977359,9677.0,2.6,9983.0,3,6198.0
9279,Proof of Concept,Larry Young/Damian Couceiro/Kieron Dwyer,3.0,134,6,1/18/2005,eng,9035.25,3,10627.0,2.34212782239395,10927.0,2.8,7195.0,3,7392.0
7241,The Jew of Malta,Christopher Marlowe/H. Havelock Ellis,3.6,80,2963,8/5/2003,en-US,9041.5,3,10249.0,2.751714009087572,9793.0,2.6,9964.0,3,6160.0
9269,The Governess; or  The Little Female Academy,Sarah Fielding/Candace Ward,2.63,242,132,9/26/2005,eng,9043.0,3,10625.0,2.0895496739328827,10976.0,2.8,7188.0,3,7383.0
10365,Head Over Heels,Jill Mansell,3.72,448,3286,6/10/1999,en-US,9046.0,4,8372.0,2.8336312464262963,8919.0,2.6,10801.0,3,8092.0
7664,The Death and Rebirth of the Seneca,Anthony F.C. Wallace,3.66,416,102,4/12/1972,eng,9054.5,3,10323.0,2.792672627756934,9422.0,2.6,10061.0,3,6412.0
7453,You Shall Know Our Velocity,Dave Eggers,3.6300000000000003,350,266,4/1/2004,eng,9054.75,3,10291.0,2.7721933184222527,9610.0,2.6,10021.0,3,6297.0
7710,Robinson Crusoe,Daniel Defoe/J.M. Coetzee,3.67,306,125,9/16/1999,eng,9055.25,3,10333.0,2.7994990642018274,9371.0,2.6,10075.0,3,6442.0
10393,Baby Proof,Emily Giffin,3.72,340,140762,6/13/2006,eng,9058.25,4,8393.0,2.8336312464262963,8920.0,2.6,10808.0,3,8112.0
7677,You: On a Diet: The Owner's Manual for Waist Management,Michael F. Roizen/Mehmet C. Oz,3.66,370,4403,10/31/2006,en-US,9059.0,3,10327.0,2.792672627756934,9423.0,2.6,10066.0,3,6420.0
10670,Runaways (Orphans  #5),V.C. Andrews,3.77,342,5121,11/1/1998,eng,9059.25,4,8622.0,2.8677634286507643,8428.0,2.6,10893.0,3,8294.0
10672,Die Flucht der Waisen (Die Orphan-Saga  #5),V.C. Andrews/Susanne Althoetmar-Smarczyk,3.77,349,2,3/1/2002,ger,9061.0,4,8624.0,2.8677634286507643,8429.0,2.6,10895.0,3,8296.0
10673,Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews/Michael Görden,3.77,412,5,9/1/2002,ger,9062.0,4,8625.0,2.8677634286507643,8430.0,2.6,10896.0,3,8297.0
7660,Lost Continents,L. Sprague de Camp,3.65,363,108,6/1/1970,en-US,9066.0,3,10321.0,2.78584619131204,9476.0,2.6,10058.0,3,6409.0
7718,The Professor of Desire,Philip Roth/Νίκος Παναγιωτόπουλος,3.66,272,2016,10/5/1995,eng,9071.5,3,10336.0,2.792672627756934,9424.0,2.6,10079.0,3,6447.0
10366,Mixed Doubles,Jill Mansell,3.7099999999999995,416,2087,7/2/1998,en-GB,9071.5,4,8373.0,2.826804809981402,9018.0,2.6,10802.0,3,8093.0
10422,When the Siren Wailed,Noel Streatfeild/Judith Gwyn Brown,3.72,157,16,10/1/1977,en-US,9072.25,4,8417.0,2.8336312464262963,8921.0,2.6,10819.0,3,8132.0
10367,Méli-mélo,Jill Mansell,3.7099999999999995,381,5,10/31/2002,fre,9072.5,4,8374.0,2.826804809981402,9019.0,2.6,10803.0,3,8094.0
7723,The Ministry of Special Cases,Nathan Englander,3.66,339,2509,4/24/2007,eng,9074.5,3,10340.0,2.792672627756934,9425.0,2.6,10081.0,3,6452.0
7796,The Brief History of the Dead,Kevin Brockmeier,3.67,252,9490,1/9/2007,eng,9076.25,3,10347.0,2.7994990642018274,9372.0,2.6,10095.0,3,6491.0
10656,Black Cat (Gemini  #2),V.C. Andrews,3.76,375,23,10/5/2004,eng,9081.0,4,8609.0,2.8609369922058705,8550.0,2.6,10884.0,3,8281.0
10557,The Death of an Irish Sea Wolf (Peter McGarr  #12),Bartholomew Gill,3.74,304,135,10/1/1997,eng,9081.25,4,8528.0,2.8472841193160834,8731.0,2.6,10853.0,3,8213.0
10797,Maps for Lost Lovers,Nadeem Aslam,3.78,400,2127,5/9/2006,eng,9083.75,4,8729.0,2.874589865095658,8299.0,2.6,10933.0,3,8374.0
10618,The Second Time Around,Mary Higgins Clark,3.75,373,7472,4/1/2004,eng,9085.25,4,8578.0,2.854110555760977,8643.0,2.6,10867.0,3,8253.0
10452,Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,3.72,368,110,6/4/2002,eng,9085.5,4,8440.0,2.8336312464262963,8922.0,2.6,10828.0,3,8152.0
10635,A Long Short War: The Postponed Liberation of Iraq,Christopher Hitchens,3.75,112,371,6/3/2003,en-US,9094.5,4,8591.0,2.854110555760977,8644.0,2.6,10876.0,3,8267.0
7437,Hell's Kitchen (John Pellam  #3),William Jefferies/Jeffery Deaver,3.6,368,52,2/7/2002,eng,9096.25,3,10287.0,2.751714009087572,9794.0,2.6,10018.0,3,6286.0
9331,Random House Crossword Mega Omnibus  Volume 1,United Feature Syndication,0.0,336,0,7/22/1997,eng,9100.75,3,10642.0,0.29419688892584084,11116.0,2.8,7216.0,3,7429.0
8147,At Bertram's Hotel,Agatha Christie,3.7000000000000006,224,239,3/1/2000,eng,9104.25,3,10430.0,2.819978373536509,9094.0,2.6,10191.0,3,6702.0
7803,Gloriana,Michael Moorcock,3.65,496,1742,8/1/2004,eng,9104.75,3,10349.0,2.78584619131204,9477.0,2.6,10097.0,3,6496.0
7544,Abandonment,Kate Atkinson/Traverse Theatre,3.61,96,82,4/1/2000,en-US,9106.0,3,10303.0,2.758540445532465,9734.0,2.6,10042.0,3,6345.0
10660,Ice (Shooting Stars  #2),V.C. Andrews,3.75,208,2455,7/31/2001,en-US,9107.5,4,8613.0,2.854110555760977,8645.0,2.6,10887.0,3,8285.0
10775,Vita,Melania G. Mazzucco/Virginia Jewiss,3.77,433,592,9/19/2006,eng,9107.5,4,8712.0,2.8677634286507643,8431.0,2.6,10926.0,3,8361.0
7906,A Secret Splendor,Erin St. Claire/Sandra Brown,3.66,280,1328,2/28/2006,eng,9109.0,3,10359.0,2.792672627756934,9426.0,2.6,10115.0,3,6536.0
10782,The Footprints of God,Greg Iles,3.77,528,6179,12/28/2004,eng,9111.0,4,8718.0,2.8677634286507643,8432.0,2.6,10928.0,3,8366.0
10857,Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.78,194,20131,7/31/2005,eng,9111.5,4,8774.0,2.874589865095658,8300.0,2.6,10956.0,3,8416.0
10457,Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,3.7099999999999995,10,79,9/1/2003,eng,9111.75,4,8444.0,2.826804809981402,9020.0,2.6,10829.0,3,8154.0
10789,Full Circle: A South American Journey,Luis Sepúlveda/Chris Andrews,3.77,192,56,12/31/1996,eng,9114.0,4,8724.0,2.8677634286507643,8433.0,2.6,10930.0,3,8369.0
11016,The Law and the Lady,Wilkie Collins/David Skilton,3.7999999999999994,383,120,9/24/1998,en-GB,9114.5,4,8883.0,2.888242737985445,8063.0,2.6,10997.0,3,8515.0
10524,Journeys in English,Bill Bryson,3.72,3,510,2/2/2004,eng,9115.75,4,8499.0,2.8336312464262963,8923.0,2.6,10846.0,3,8195.0
7717,The Great American Novel,Philip Roth,3.6300000000000003,416,180,4/11/1995,eng,9117.5,3,10335.0,2.7721933184222527,9611.0,2.6,10078.0,3,6446.0
7721,The Dying Animal,Philip Roth,3.6300000000000003,156,5910,3/7/2002,eng,9120.25,3,10339.0,2.7721933184222527,9612.0,2.6,10080.0,3,6450.0
10809,The Madman of Bergerac,Georges Simenon,3.77,160,7,12/4/2003,eng,9123.5,4,8735.0,2.8677634286507643,8434.0,2.6,10940.0,3,8385.0
9542,Turn of the Cards,Georgina Grey,3.0,0,3,5/12/1979,eng,9123.5,3,10689.0,2.34212782239395,10928.0,2.8,7319.0,3,7558.0
7938,A Secret Splendor,Erin St. Claire/Sandra Brown,3.66,297,18,1/1/1996,eng,9125.0,3,10379.0,2.792672627756934,9427.0,2.6,10127.0,3,6567.0
10665,Honey (Shooting Stars  #4),V.C. Andrews,3.74,180,2447,10/2/2001,eng,9131.75,4,8617.0,2.8472841193160834,8732.0,2.6,10889.0,3,8289.0
8271,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,3.7000000000000006,288,196,8/29/2006,en-US,9133.5,3,10445.0,2.819978373536509,9095.0,2.6,10223.0,3,6771.0
7671,The Lost Blogs: From Jesus to Jim Morrison--The Historically Inaccurate and Totally  Fictitious Cyber Diaries of Everyone Worth Knowing,Paul       Davidson,3.61,288,30,11/29/2009,eng,9134.5,3,10326.0,2.758540445532465,9735.0,2.6,10062.0,3,6415.0
10988,The Mill on the Floss,George Eliot/Carol T. Christ,3.7900000000000005,640,133,11/17/1993,eng,9134.75,4,8866.0,2.8814163015405523,8195.0,2.6,10984.0,3,8494.0
